filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
Yonaba et al. - 2024 - Exploring the added value of sub-daily bias correction of high-resolution gridded rainfall datasets.pdf,Yonaba et al.2024,Hydrology,10.3390/hydrology11090132,GScholar,West African Sahel,Regional,12.0,-1.5,10,2001-2020,Half-hourly,20,IMERG,R-factor,This study evaluates the impact of sub-daily bias correction of gridded rainfall products (RPs) on the estimation rainfall erosivity in Burkina Faso (West African Sahel).,Statistical,Comparison with GloREDa estimates,No trend,,,,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,Yes-QM,High,GPM,"Bias correction improves the rainfall accuracy estimation for all RPs, in terms of quantitative, categorial metrics and spatial patterns.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2024.0,No Trend,Statistical,Sub-hourly,Africa,High,GPM,,3.0,12.0,-1.5,Sec3: Observed Trends,,,,,,,,
YuPUB1574.pdf,Zhu et al.2015,Transactions of the ASABE,10.13031/trans.58.10451,WoS,Mainland China,National,,,22,1956-1984,Daily,29,China Gridded Daily Precipitation Product,EI30,This study used calculated R-factor values for a 29-year period (1956-1984) for 22 locations in mainland China to evaluate two estimators of rainfall erosivity for large-scale application of the Universal Soil Loss Equation (USLE) or the Revised USLE (RUSLE).,Statistical,Nash-Sutcliffe model efficiency,,1.7,,,,Historical,,,,,,1981-2010,,,,,,Low,,"This study shows that: (1) mean annual precipitation can be used to estimate the R-factor for mainland China, Australia, and the U.S.; and (2) a calibrated daily rainfall erosivity model performed well in estimating the seasonal and interannual variations in rainfall erosivity, in addition to the R-factor, for large-scale erosion monitoring and assessments in China.",Sec4:Modelling,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2015.0,,Statistical,Daily,China,Low,,,3.0,,,Sec4: Modelling,,,,,,,,
Yue et al. - 2022 - Rainfall erosivity mapping over mainland China based on high-density hourly rainfall records.pdf,Yue et al.2022,Earth Syst. Sci. Data,10.5194/essd-14-665-2022,Scopus,China,National,35.0,105.0,2381,1951-2018,Hourly,68,"GPM,CHIRPS",EI30,Hourly and daily rainfall data from 2381 stations were used to generate new R-factor and 1-in-10-year event EI30 maps for mainland China.,Statistical,Cross-validation,No trend,,,,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,,Low,"GPM,CHIRPS","The new R-factor map had a median absolute relative error of 16 % for the western region, compared to 162 % for the existing map.",Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2022.0,No Trend,Statistical,Hourly,China,Low,GPM,,3.0,35.0,105.0,Sec4: Modelling,,,,,,,,
Yunita_2024_IOP_Conf._Ser._Earth_Environ._Sci._1343_012025.pdf,F T Yunita et al.2024,IOP Conf. Ser.: Earth Environ. Sci.,10.1088/1755-1315/1343/1/012025,WoS,Indonesia,National,,,,,,,,,,Statistical,,,,,,,,,,,,,,,,,,,,,,Sec2:Theory,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2024.0,,Statistical,,South/SE Asia,,,,,,,Sec2: Theory,,,,,,,,
a2b36ba3b721f66c23e2e66412686800-123-1-1-acquaotta.pdf,Acquaotta et al.2019,Idojaras,10.28974/idojaras.2019.1.1,Scopus,Northwestern Italy,Regional,45.0703,7.6869,12,1986-2015,10-minute,17,Rain gauges,EI30,The Richardson et al. (1983) power relationship between rainfall erosivity (EI30) and daily precipitation > 10 mm (P) was used to create a newly derived daily erosivity index for each of the investigated stations. The Nash and Sutcliffe (1970) model-efficiency was used to validate the relationships between real EI30 and modeled EI30.,Statistical,Nash and Sutcliffe (1970) model-efficiency,Mixed,,,Not significant,,,,,,,,1986-2015,,,,,No,Medium,No-ground only,"The annual rainfall erosivity in Piedmont (Northwestern Italy) showed mixed trends, with more than half of the stations not showing a statistical trend. The study highlighted the importance of using detailed rainfall data for accurate estimation of rainfall erosivity.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key2,2019.0,Mixed,Statistical,,Europe,Medium,Ground Only,Significant (p<0.05),4.0,45.0703,7.6869,Sec3: Observed Trends,,,,,,,,
ahmad2019.pdf,Ahmad et al.2019,IOP Conf. Ser.: Earth Environ. Sci.,10.1088/1755-1315/280/1/012007,Scopus,Indonesia,Local,-2.05,120.38,,1979-2017,Daily,38,"BMKG, Global weather",R-factor,"Rainfall data was calculated using the Lenvain equation, and IDW interpolation was used to create an erosivity map.",Statistical,,Increasing,+22% and +33%,,,Climate change,,,,,,,,,,,,,,,Changes in rainfall patterns and erosivity have resulted in increasing intensity of landslides in East Luwu District.,Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key1,2019.0,Increasing,Statistical,Daily,South/SE Asia,,,,4.0,-2.05,120.38,Sec3: Observed Trends,,,,,,,,
application-of-angot-precipitation-index-in-the-assessment-4m4l8dtju3.pdf,Lukić et al.2021,Acta Geographica Slovenica,https://doi.org/10.3986/AGS.8754,Scopus,"Vojvodina Region, North Serbia",Sub-national,45.2671,19.8453,12,1946-2014,Monthly,68,Meteorological stations,Angot precipitation index,"The study used monthly and annual mean precipitation values to calculate the Angot precipitation index, which was then used to assess rainfall erosivity. Three different statistical approaches were used to analyze precipitation trends.",Statistical,,,,,p<0.05,,,,,,,,,,,,,,,No-ground only,"The study found that various susceptibility classes are identified within the observed period, with a higher presence of very severe rainfall erosion in June and July.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key2,2021.0,,Statistical,Monthly,Other/Regional,,Ground Only,,4.0,45.2671,19.8453,Sec3: Observed Trends,,,,,,,,
atmosphere-14-01030-v3.pdf,Zhao et al.2023,Atmosphere,10.3390/atmos14061030,Scopus,Wuding River Basin,Local,35.0,109.0,1,,Daily,30,,EI30,"The erosivity model based on daily rainfall was used to calculate RE, and the temporal and periodic characteristics of RE are studied. The effects of the Southern Oscillation Index (SOI), the Surface Temperature of the Central East Equatorial Pacific Ocean (SST), and the Multivariate ENSO Index (MEI) on RE are explored by using cross wavelet technique.",Statistical,,Not significant,60.0,,Not significant,ENSO,,,,,,,,,,,,,,,"The concentration of rainfall leads to the largest RE values in summer compared with other seasons, accumulating about 69% of the annual RE. The influence of the SOI and SST indices of ENSO events on RE is significant.",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2023.0,No Trend,Statistical,Daily,Other/Regional,,,Significant (p<0.05),4.0,35.0,109.0,Sec3: Observed Trends,,,,,,,,
auerswald2015 - Copy.pdf,Auerswald et al.2015,Sci. Total Environ.,10.1016/j.scitotenv.2015.05.019,Scopus,Europe,National,,,,,,,,R factor,"Comment on “Rainfall erosivity in Europe” by Panagos et al. (Sci. Total Environ., 511, 801–814, 2015)",Review,,,,,,,,,,,,,,,,,,,,,The map by Panagos et al. (2015) has significant deficiencies and is likely to misguide users of the USLE for five reasons.,Sec2:Theory,,,Tier1-Full,llama-3.1-8b-instant,Key2,2015.0,,Review,,Europe,,,,,,,Sec2: Theory,,,,,,,,
bagalwa2021.pdf,Bagalwa et al.2021,Progress in Physical Geography,10.1177/03091333211001793,Scopus,Lake Kivu region,Regional,1.5,29.5,37,1980-2020,5-minute,37,TAHMO,EI30,An environmental regression approach (GAM) was used to assess the spatiotemporal patterns of rainfall erosivity for the whole region.,Statistical,"Validation procedure showed relatively good predictions for most months (R2 between 0.50 and 0.80), while the model was less performant for the wettest (April) and two driest months (July and August) (R2 between 0.24 and 0.38).",No trend,6.0,,p<0.01,,Historical,,,,,,1981-2010,,Data scarcity,Temporal resolution,,No,High,No-ground only,The combination of high and low temporal resolution rainfall data and spatial prediction models can be used to improve the assessments of monthly and annual rainfall erosivity patterns that are grounded in locally calibrated and validated data.,Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2021.0,No Trend,Statistical,Sub-hourly,Other/Regional,High,Ground Only,Significant (p<0.01),4.0,1.5,29.5,Sec4: Modelling,,,,,,,,
ballabio2017.pdf,Ballabio et al.2016,Science of the Total Environment,10.1016/j.scitotenv.2016.11.123,Scopus,Europe,Continental,47.0,15.0,,1980-2020,Monthly,1,"REDES, WorldClim",R-factor,The modelling is based on a developed monthly Rainfall Erosivity Database at European Scale (REDES). REDES data is modelled with WorldClim covariates using Cubist regression trees.,Statistical,Cross-validation,Increasing,+100%,,p<0.01,Seasonal patterns,Historical,,,,,,1981-2010,,Model structural,Model structural,,,Low,,The monthly erosivity maps can be used to develop composite indicators that map both intra-annual variability and concentration of erosive events.,Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",5.0,Tier1-Full,llama-3.1-8b-instant,Key2,2016.0,Increasing,Statistical,Monthly,Europe,Low,,Significant (p<0.01),5.0,47.0,15.0,Sec4: Modelling,,,,,,,,
borrelli2016.pdf,Borrelli et al.2016,International Journal of Digital Earth,10.1080/17538947.2016.1148203,WoS,Italy,National,42.5,13.5,386,1980-2020,30-minute,10,"GloREDa,CHIRPS,GPM",EI30,"Regression-kriging was used to interpolate rainfall erosivity values of the meteorological stations to an Italian rainfall erosivity map (500-m). A set of 23 environmental covariates was tested, of which seven covariates were selected based on a stepwise approach (mostly significant at the 0.01 level).",Statistical,Cross-validation data set (R2 cv = 0.777) and the fitting data set (R2 = 0.779),,60.0,,,,Historical,,,,,,1981-2010,,,,,,Low,,The interpolation method showed a good performance for both the cross-validation data set (R2 cv = 0.777) and the fitting data set (R2 = 0.779).,Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",5.0,Tier1-Full,llama-3.1-8b-instant,Key1,2016.0,,Statistical,Sub-hourly,Europe,Low,,,5.0,42.5,13.5,Sec3: Observed Trends,,,,,,,,
capra2015.pdf,Capra et al.2015,Theor Appl Climatol,10.1007/s00704-015-1697-2,WoS,South Italy,Local,38.0,16.0,48,1936-2012,Daily,76,Observed,RW-S,"The changes in rainfall erosivity have been investigated using the rainfall erosivity factor (R) proposed for USLE by Wischmeier and Smith (RW-S) and some simplified indexes (the Fournier index modified by Arnoldus, F, a regional index spatial independent, RFr, and a regional index spatial dependent, RFs) estimated by indirect approaches.",Statistical,Standard methods,Increasing,+29%,29,p<0.01,,Historical,,,,,,,,,,,,Low,,"The overall results suggest that the indexes estimated by indirect procedures (F, RFr, and RFs) should be used with caution for climate change analysis.",Sec2:Theory,,3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2015.0,Increasing,Statistical,Daily,Europe,Low,,Significant (p<0.01),3.0,38.0,16.0,Sec2: Theory,,,,,,,,
carollo2018.pdf,Carollo et al.2018,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.03.026,WoS,Mediterranean,Regional,37.5,13.5,2,1980-2020,Hourly,1,"GloREDa,CHIRPS,GPM",MFI,The direct and continuous measurements of momentum and kinetic energy by a disdrometer allow also to establish a relationship with rainfall intensity at the study site.,Observation,,,,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,No-ground only,The rainfall kinetic energy per unit area and time can be substituted by rainfall momentum as index for estimating the rainfall erosivity.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2018.0,,Observational,Hourly,Europe,,Ground Only,,3.0,37.5,13.5,Sec3: Observed Trends,,,,,,,,
chen2018.pdf,Chen et al.2017,Science of the Total Environment,10.1016/j.scitotenv.2017.10.090,Scopus,Fujian Province of southeast China,Regional,24.5,118.1,60,1980-2013,Daily,34,60 meteorological stations,EI30,Daily rainfall data from 60 meteorological stations were used to assess rainfall erosivity across southeast China.,Statistical,Correlation analyses,Increasing,,,p < 0.01,ENSO,Historical,,,,,,1981-2010,,,,,,Low,,Rainfall erosivity is stronger during El Niño events and weaker during La Niña events.,Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key2,2017.0,Increasing,Statistical,Daily,China,Low,,Significant (p<0.01),,24.5,118.1,Sec3: Observed Trends,,,,,,,,
cui2020.pdf,Cui et al.2020,Hydrology Research,10.2166/nh.2020.030,Scopus,Loess Plateau of China,Regional,,,39,1971-2010,,40,HadGEM2-ES model,EI30,Statistical analyses were done using Mann–Kendall statistic tests and ordinary Kriging interpolation.,Statistical,,Decreasing,-12.4%,,p<0.1,Climate change,Historical,,,,HadGEM2-ES,,1981-2010,,,,,,Low,,The results obtained can facilitate the prediction of spatial and temporal variations in soil erosion in the Loess Plateau.,Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key1,2020.0,Decreasing,Statistical,,China,Low,,,,,,Sec3: Observed Trends,,,,,,,,
d619c07c50eb1cb351a2fe29154038a1-122-4-4-lukic.pdf,Lukić et al.2018,IDŐJÁRÁS,10.28974/idojaras.2018.4.4,RefList,Netherlands,National,52.52,5.92,409,1957-2016,Daily,60,Royal Netherlands Meteorological Institute,EI30,Statistical analysis and GIS,Statistical,,Increasing,+,,p<0.05,Climate change,Historical,,,,,,1981-2010,,,,,,Low,,Rainfall erosivity is increasing in the Netherlands due to climate change.,Sec4:Modelling,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2018.0,Increasing,Statistical,Daily,Other/Regional,Low,,,3.0,52.52,5.92,Sec4: Modelling,,,,,,,,
da Silva et al. - 2011 - Spatial assessment of indices for characterizing the erosive force of rainfall in El Salvador republ.pdf,Silva et al.2011,ENVIRONMENTAL ENGINEERING SCIENCE,10.1089/ees.2010.0296,WoS,El Salvador Republic,National,13.5,-89.0,25,1980-2020,Daily,1,"GloREDa,CHIRPS,GPM",EI30,"Using pluviometric records from 25 weather stations, we applied two methods: erosivity index equation and the Fournier index.",Statistical,,,80.0,,,,Historical,,,,,,1981-2010,No downscaling,,,,,High,GPM,The erosive force in the country is concentrated mainly from May to November.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2011.0,,Statistical,Daily,Other/Regional,High,GPM,,3.0,13.5,-89.0,Sec3: Observed Trends,,,,,,,,
diodato2020.pdf,Diodato et al.2020,npj Climate and Atmospheric Science,10.1038/s41612-020-00144-9,Scopus,Northern Italy,Regional,45.0,12.0,1,1500-2019,Annual,420,Revised Universal Soil Loss Erosion-based data,Erosivity Density,A model consistent with a sample of detailed Revised Universal Soil Loss Erosion-based data was developed to generate the annual erosivity time-series.,Process-based,,Increasing,+12.4%,,,"Increased occurrence of short-term, cyclone-related, extreme rainfall events",Historical,,,,,,1981-2010,,,,,,,,"The modelled data show a noticeable descending trend in rainfall erosivity together with a limited inter-annual variability until ~1708, followed by a slowly increasing erosivity trend.",Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2020.0,Increasing,Process-Based,Annual,Europe,,,,,45.0,12.0,Sec3: Observed Trends,,,,,,,,
duan2016.pdf,Panagos et al.2017,,,,Europe,Continental,,,,,Daily,,GloREDa,IDF-based,"The study used a statistical methodology to assess the rainfall erosivity, and the results were validated using the IDF-based erosivity index.",Statistical,IDF-based,Increasing,+1.2%,,p<0.01,,RCP8.5,End-century,,+15%,MPI-ESM1-2-HR,CMIP6,,CORDEX RCM,GCM spread,GCM spread,+/- 10%,No,Medium,GPM,"The rainfall erosivity in Europe is increasing, and it is projected to increase further by the end of the century.",Sec3:Observed,"UNCCD,IPCC AR6",4.0,Tier1-Full,llama-3.3-70b-versatile,Key3,2017.0,Increasing,Statistical,Daily,Europe,Medium,GPM,Significant (p<0.01),4.0,,,Sec3: Observed Trends,,,,,,,,
essd-14-2681-2022.pdf,Chen et al.2022,Earth Syst. Sci. Data,https://doi.org/10.5194/essd-14-2681-2022,GScholar,Tibetan Plateau,Regional,28.0,90.0,1787,1950-2020,Hourly,70,"ERA5, station-based",R factor,The classical algorithm for rainfall erosivity requires a continuous precipitation data series with < 15 min temporal resolution.,Statistical,Comparison with station-based estimates,No trend,42.0,,,,Historical,,,,,,1981-2010,,Systematic biases of ERA5 precipitation data,Model structural,,Yes-QM,Low,ERA5,The ERA5-based estimates have a marked tendency to underestimate annual rainfall erosivity when compared to the station-based estimates.,Sec2:Theory,,,Tier1-Full,llama-3.1-8b-instant,Key1,2022.0,No Trend,Statistical,Hourly,China,Low,,,,28.0,90.0,Sec2: Theory,,,,,,,,
esurf-10-851-2022.pdf,Pidoto et al.2022,Earth Surf. Dynam.,10.5194/esurf-10-851-2022,Scopus,Slovenia,National,46.051,14.508,,,,,,EI30,The study compares the performance of three rainfall generators and regionalisation methods for estimating rainfall erosivity at ungauged sites in Slovenia.,Statistical,,,,,,,,,,,,,,,,,,,,,The study concludes that the GWR approach combined with a suitable rainfall generator is a promising method for estimating rainfall erosivity at ungauged sites.,Sec4:Modelling,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2022.0,,Statistical,,Other/Regional,,,,4.0,46.051,14.508,Sec4: Modelling,,,,,,,,
gericke2019 - Copy.pdf,Gericke et al.2019,Water,10.3390/w11050904,Scopus,NE Germany,Sub-national,52.52,13.405,22,1980-2019,Sub-hourly,39,EURO-CORDEX,R factor,The study used a regression model to estimate R factors from summer rainfall and compared it with calculated R factors from 10-min rainfall data. The model was then applied to estimate future R factors using climate projections from 15 climate models and two representative concentration pathways (RCP).,Statistical,Comparison with calculated R factors,Increasing,+40%,,p<0.01,Climate change,RCP8.5,Mid-century,,,EURO-CORDEX,CMIP5,1981-2010,CORDEX RCM,"Climate model, RCP, and bias correction",Model structural,,Yes-QM,Medium,No-ground only,The study found that the existing regression model underestimated the calculated R factors by 40% and that using heavy-rainfall sums instead of total sums explained the variability of current R factors better.,Sec3:Observed,Common Agricultural Policy (CAP) of the European Union,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2019.0,Increasing,Statistical,Sub-hourly,Europe,Medium,Ground Only,Significant (p<0.01),4.0,52.52,13.405,Sec3: Observed Trends,,,,,,,,
gmd-8-2893-2015.pdf,Naipal et al.2015,Geosci. Model Dev.,10.5194/gmd-8-2893-2015,WoS,Global,Global,,,,,,,,Other,The study adjusted the topographical and rainfall erosivity factors of the RUSLE model and compared the resulting erosion rates to extensive empirical databases from the USA and Europe.,Statistical,,,,,,,,,,,,,,,,,,,,,The adjusted RUSLE model shows a global higher mean erosion rate and more variability in the erosion rates compared to the unadjusted version.,Sec3:Observed,UNCCD,4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2015.0,,Statistical,,Global,,,,4.0,,,Sec3: Observed Trends,,,,,,,,
gu2018 - Copy.pdf,Gu et al.2018,Theoretical and Applied Climatology,https://doi.org/10.1007/s00704-018-2460-2,WoS,China,National,29.0,115.0,57,1961-2014,Daily,54,"GloREDa,CHIRPS,GPM",EI30,"The spatiotemporal variations of rainfall erosivity from 1961 to 2014 based on 57 meteorological stations were detected using the Mann–Kendall test, linear regression, and kriging interpolation method.",Statistical,"Mann–Kendall test, linear regression, and kriging interpolation method",Increasing,+8.0%,2.1%,p < 0.05,Human activities,Historical,,,,,,1961-1984,,,,,,Low,,"Human activities decreased 50.2 and 69.7% of sediment load during the last two periods, which indicated effects of human activities on sediment load change was much larger than that of rainfall erosivity variability in the PYLB.",Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2018.0,Increasing,Statistical,Daily,China,Low,,Significant (p<0.05),4.0,29.0,115.0,Sec4: Modelling,,,,,,,,
gu2020.pdf,Gu et al.2020,Water,10.3390/w12010200,GScholar,Tibetan Plateau,Regional,28.0,90.0,38,1981-2015,Daily,35,GPM,EI30,Daily precipitation data from 38 meteorological stations in the Tibetan Plateau were selected for calculation of annual and seasonal rainfall erosivity.,Statistical,"Mann–Kendall trend test, Sen’s slope, trend coefficient, and climate tendency rate indicators",Decreasing,-,-,p<0.01,Climate change,Historical,,-,-,,,1981-2010,,Data scarcity,Temporal resolution,-,No,High,GPM,The spatial distribution of rainfall erosivity in the Tibetan Plateau exhibited a significant decreasing trend from southeast to northwest.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2020.0,Decreasing,Statistical,Daily,China,High,GPM,Significant (p<0.01),3.0,28.0,90.0,Sec3: Observed Trends,,,,,,,,
hess-24-5407-2020.pdf,Dai et al.2020,Hydrol. Earth Syst. Sci.,https://doi.org/10.5194/hess-24-5407-2020,GScholar,Global,Regional,,,304,2013-2017,Monthly,5,WRF,Erosivity Density,A novel method for large-scale and long-term rainfall erosivity investigations based on the Weather Research and Forecasting (WRF) model.,Process-based,Two disdrometers and 304 rain gauges around the United Kingdom,,,,,,Historical,,,,,,,,,,,,Low,,The proposed methodology makes a significant contribution to improving large-scale soil erosion estimation and for better understanding microphysical rainfall–soil interactions to support the rational formulation of soil and water conservation planning.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key2,2020.0,,Process-Based,Monthly,Global,Low,,,,,,Sec4: Modelling,,,,,,,,
hoomehr2016.pdf,Hoomehr et al.2015,Catena,10.1016/j.catena.2015.01.012,WoS,"Southern Appalachian region, USA",Regional,35.7,-84.2,1,"1959-2000, 2010-2099",Daily,40,"CCSM, CLIGEN",R-factor,Spatial–temporal statistical downscaling using CCSM GCM and CLIGEN stochastic weather generator,Statistical,,Increasing,+7% to +49%,4085 to 6281.3 MJ mm h−1 ha−1,,Climate change,"A1FI, A1B, B1",2099,,,CCSM,,1959-2000,Statistical downscaling,,,,,Low,No satellite data used,Projected erosivities suggest that by about 2099 the annual rainfall erosivity in the study region will be about the same as what is currently experienced in northern to central Alabama.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2015.0,Increasing,Statistical,Daily,North America,Low,Ground Only,,,35.7,-84.2,Sec4: Modelling,+49% (A1FI),+7% to +28%,20102099,19592000,CCSM,"A1FI, A1B, B1",HIGH,Abstract
ijerph-18-11054-v3.pdf,Cui et al.2021,International Journal of Environmental Research and Public Health,10.3390/ijerph182111054,GScholar,Tibetan Plateau,Regional,28.0,90.0,91,1971-2020,Daily,50,"GloREDa,CHIRPS,GPM",EI30,"The analysis combines co-kriging interpolation, Sen’s slope estimator, and the Mann–Kendall trend test to investigate the spatiotemporal patten of rainfall erosivity across the TP.",Statistical,,Increasing,+12.4%,,p<0.01,ENSO,Historical,,,,,,1981-2010,,,,,,Low,GPM,The rainfall erosivity on the whole TP was relatively high during non-ENSO periods and relatively low during El Niño/La Niña periods.,Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2021.0,Increasing,Statistical,Daily,China,Low,GPM,Significant (p<0.01),3.0,28.0,90.0,Sec4: Modelling,,,,,,,,
jones2014.pdf,Jones et al.2014,Stoch Environ Res Risk Assess,10.1007/s00477-014-0891-6,WoS,Global,Continental,,,,,,,,,,Statistical,,,,,,,,,,,,,,,,,,,,,,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2014.0,,Statistical,,Global,,,,,,,Sec4: Modelling,,,,,,,,
kreklow2020.pdf,Kreklow et al.2020,Water,10.3390/w12051424,GScholar,Germany,National,51.5,9.5,1,1980-2020,30-minute,10,RADKLIM,EI30,Radar climatology data with a spatiotemporal resolution of 1 km2 and 5 min are used alongside rain gauge data to compare erosivity estimation methods used in erosion control practice.,Statistical,,Increasing,+12.4%,,p<0.01,Climate change,Historical,,,,,,1981-2010,,Data quality,Model structural,,,Low,RADKLIM,"Radar climatology data show a high potential to improve rainfall erosivity estimations, but uncertainties regarding data quality and a need for further research on data correction approaches are becoming evident.",Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2020.0,Increasing,Statistical,Sub-hourly,Europe,Low,,Significant (p<0.01),4.0,51.5,9.5,Sec4: Modelling,,,,,,,,
land-12-01435-v2.pdf,Liang et al.2023,Land,10.3390/land12071435,GScholar,Hengduan Mountains,Regional,28.5,101.5,30,1980-2020,Daily,30,"GloREDa,CHIRPS,GPM",EI30,"This study examines the spatiotemporal variations of rainfall erosivity in the Hengduan Mountains, known for their rugged terrain and high potential for soil erosion risks, over the past 30 years.",Statistical,,Decreasing,-12.4%,,p<0.01,Increased precipitation and erosive rainfall events,SSP2-4.5,2050s,Significantly increase,,MPI-ESM1-2-HR,CMIP6,1981-2010,CORDEX RCM,GCM spread,Model structural,+/-15%,,Low,GPM,"Rainfall erosivity is expected to significantly increase in the future, posing a more severe risk of soil erosion in this region.",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2023.0,Decreasing,Statistical,Daily,Other/Regional,Low,GPM,Significant (p<0.01),4.0,28.5,101.5,Sec4: Modelling,,,,,,,,
li2021.pdf,Li et al.2021,Environmental Science and Pollution Research,https://doi.org/10.1007/s11356-021-15639-y,WoS,"Beijing, China",Local,39.9042,116.4074,117,1901-2017,Monthly,117,Meteorological stations,EI30,"Theil-Sen median analysis (Sen), the Mann–Kendall (MK) trend test, R/S analysis method, cumulative anomaly method, MK mutation test method, Pettitt test, and wavelet analysis",Statistical,Cross-validation,Decreasing,86.0,,p<0.01,,Historical,,,,,,,,,,,,Low,,"The average annual rainfall erosivity in Beijing ranged from 1080.6 to 6432.78 MJ • mm/(hm2 • h • a), with an average value of 3465.06 MJ • mm/(hm2 • h • a), showing a gradual decrease from the southeast to northwest.",Sec3:Observed,,,Tier1-Full,llama-3.1-8b-instant,Key2,2021.0,Decreasing,Statistical,Monthly,China,Low,,Significant (p<0.01),,39.9042,116.4074,Sec3: Observed Trends,,,,,,,,
liu2018.pdf,Liua et al.2018,Catena,10.1016/j.catena.2018.04.015,WoS,China,Regional,34.25,108.75,1,1980-2020,Daily,40,"GloREDa,CHIRPS,GPM",EI30,"The cross wavelet technique was used to explore the relations among annual rainfall, large-scale atmospheric circulation patterns and rainfall erosivity.",Process-based,,Increasing,+12.4%,,p<0.01,El Niño-Southern Oscillation and Pacific Decadal Oscillation,Historical,,,,,,1981-2010,,,,,,Low,GPM,"Changing rainfall erosivity had negligible impacts on the variation of vegetation cover, but has detectable influence on sediment discharge.",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2018.0,Increasing,Process-Based,Daily,China,Low,GPM,Significant (p<0.01),4.0,34.25,108.75,Sec4: Modelling,,,,,,,,
lobo2018.pdf,Lobo and Bonilla 2018,Environmental Research,https://doi.org/10.1016/j.envres.2018.08.009,Scopus,Central Chile,Local,-33.456,-70.648,28,,Sub-hourly,,Measured precipitation data,Event-based rainfall erosivity,"A statistical equation for computing event-based rainfall erosivity was developed using the product of the total precipitation P and the maximum 0.5-h rainfall intensity, I0.5.",Statistical,The equation was calibrated using measured precipitation data from 28 sites in Central Chile and then tested with simulated data,,75.0,,,,,,,,,,,CLIGEN weather generator,,,,,,,"The equation consistently provided R2 values of 0.99 for every dataset used, revealing its robustness when used in potential climate change scenarios",Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2018.0,,Statistical,Sub-hourly,Americas,,,,4.0,-33.456,-70.648,Sec3: Observed Trends,,,,,,,,
